[12/23 03:42:49] d2.data.datasets.coco INFO: Loading ../synth-split/annotations/train_coco.json takes 5.34 seconds.
[12/23 03:42:49] d2.data.datasets.coco WARNING: 
Category ids in annotations are not in [1, #categories]! We'll apply a mapping for you.

[12/23 03:42:49] d2.data.datasets.coco INFO: Loaded 8953 images in COCO format from ../synth-split/annotations/train_coco.json
[12/23 03:42:50] d2.data.build INFO: Removed 0 images with no usable annotations. 8953 images left.
[12/23 03:42:51] d2.data.build INFO: Distribution of instances among all 20 categories:
[36m|   category    | #instances   |   category    | #instances   |   category    | #instances   |
|:-------------:|:-------------|:-------------:|:-------------|:-------------:|:-------------|
| power supply  | 3448         | oscilloscope  | 3492         | welder stat.. | 3314         |
| electric sc.. | 1868         |  screwdriver  | 1806         |    pliers     | 3616         |
| welder prob.. | 1821         | oscilloscop.. | 1758         | low voltage.. | 1968         |
| high voltag.. | 1896         |   register    | 1898         | electric sc.. | 1700         |
| working area  | 3817         |  welder base  | 3252         |    socket     | 11956        |
| left red bu.. | 611          | left green .. | 610          | right red b.. | 610          |
| right green.. | 609          |     hand      | 14191        |               |              |
|     total     | 64241        |               |              |               |              |[0m
[12/23 03:42:51] d2.data.build INFO: Using training sampler TrainingSampler
[12/23 03:42:51] d2.data.common INFO: Serializing 8953 elements to byte tensors and concatenating them all ...
[12/23 03:42:52] d2.data.common INFO: Serialized dataset takes 91.63 MiB
[12/23 03:42:52] detectron2 INFO: Starting training from iteration 0
[12/23 03:43:19] d2.utils.events INFO:  iter: 20  total_loss: 1189  loss_cls: 2.899  loss_box_reg: 0.6287  loss_mask: 0.6932  loss_rpn_cls: 0.1085  loss_rpn_loc: 0.0465  loss_cs_multi: 0.6909  loss_cs_eff: 0.6845  loss_cs_res: 0.7002  loss_classification_hand_lr: 0.7065  loss_regression_dxdymagn: 0.1958  loss_depth: 1180  loss_classification_gloves: 0.711  lr: 2.098e-05  max_mem: 18623M
[12/23 03:43:44] d2.utils.events INFO:  eta: 1 day, 3:02:35  iter: 40  total_loss: 101.4  loss_cls: 2.356  loss_box_reg: 0.6427  loss_mask: 0.6928  loss_rpn_cls: 0.09263  loss_rpn_loc: 0.03581  loss_cs_multi: 0.6967  loss_cs_eff: 0.6976  loss_cs_res: 0.6952  loss_classification_hand_lr: 0.6997  loss_regression_dxdymagn: 0.2263  loss_depth: 93.55  loss_classification_gloves: 0.7111  lr: 4.096e-05  max_mem: 18623M
[12/23 03:44:07] d2.utils.events INFO:  eta: 1 day, 1:53:34  iter: 60  total_loss: 115.5  loss_cls: 1.383  loss_box_reg: 0.5271  loss_mask: 0.6918  loss_rpn_cls: 0.07969  loss_rpn_loc: 0.03125  loss_cs_multi: 0.6952  loss_cs_eff: 0.6976  loss_cs_res: 0.682  loss_classification_hand_lr: 0.6979  loss_regression_dxdymagn: 0.2317  loss_depth: 109.1  loss_classification_gloves: 0.6776  lr: 6.094e-05  max_mem: 18623M
[12/23 03:44:31] d2.utils.events INFO:  eta: 1 day, 3:08:52  iter: 80  total_loss: 110.7  loss_cls: 0.8984  loss_box_reg: 0.6802  loss_mask: 0.6896  loss_rpn_cls: 0.07153  loss_rpn_loc: 0.03409  loss_cs_multi: 0.6988  loss_cs_eff: 0.7316  loss_cs_res: 0.684  loss_classification_hand_lr: 0.691  loss_regression_dxdymagn: 0.168  loss_depth: 104.9  loss_classification_gloves: 0.6594  lr: 8.092e-05  max_mem: 18623M
[12/23 03:44:59] d2.utils.events INFO:  eta: 1 day, 7:02:25  iter: 100  total_loss: 113.3  loss_cls: 0.7764  loss_box_reg: 0.5949  loss_mask: 0.6876  loss_rpn_cls: 0.08521  loss_rpn_loc: 0.05223  loss_cs_multi: 0.6817  loss_cs_eff: 0.691  loss_cs_res: 0.6656  loss_classification_hand_lr: 0.6847  loss_regression_dxdymagn: 0.1681  loss_depth: 107.2  loss_classification_gloves: 0.6048  lr: 0.0001009  max_mem: 18623M
[12/23 03:45:26] d2.utils.events INFO:  eta: 1 day, 5:52:21  iter: 120  total_loss: 112  loss_cls: 0.7235  loss_box_reg: 0.5824  loss_mask: 0.6841  loss_rpn_cls: 0.03305  loss_rpn_loc: 0.04317  loss_cs_multi: 0.645  loss_cs_eff: 0.6664  loss_cs_res: 0.6337  loss_classification_hand_lr: 0.6763  loss_regression_dxdymagn: 0.1535  loss_depth: 106.4  loss_classification_gloves: 0.5739  lr: 0.00012088  max_mem: 18623M
[12/23 03:45:55] d2.utils.events INFO:  eta: 1 day, 8:06:01  iter: 140  total_loss: 109.5  loss_cls: 0.7362  loss_box_reg: 0.5852  loss_mask: 0.679  loss_rpn_cls: 0.03606  loss_rpn_loc: 0.05052  loss_cs_multi: 0.6452  loss_cs_eff: 0.6489  loss_cs_res: 0.638  loss_classification_hand_lr: 0.651  loss_regression_dxdymagn: 0.1534  loss_depth: 103.9  loss_classification_gloves: 0.428  lr: 0.00014086  max_mem: 18623M
[12/23 03:46:24] d2.utils.events INFO:  eta: 1 day, 7:22:02  iter: 160  total_loss: 106.9  loss_cls: 0.5988  loss_box_reg: 0.5273  loss_mask: 0.6753  loss_rpn_cls: 0.03665  loss_rpn_loc: 0.04631  loss_cs_multi: 0.5979  loss_cs_eff: 0.6167  loss_cs_res: 0.5955  loss_classification_hand_lr: 0.6218  loss_regression_dxdymagn: 0.1251  loss_depth: 102  loss_classification_gloves: 0.3093  lr: 0.00016084  max_mem: 18623M
[12/23 03:46:52] d2.utils.events INFO:  eta: 1 day, 8:00:00  iter: 180  total_loss: 111.3  loss_cls: 0.5038  loss_box_reg: 0.4272  loss_mask: 0.6744  loss_rpn_cls: 0.03347  loss_rpn_loc: 0.04207  loss_cs_multi: 0.6291  loss_cs_eff: 0.6378  loss_cs_res: 0.6065  loss_classification_hand_lr: 0.632  loss_regression_dxdymagn: 0.1551  loss_depth: 106.6  loss_classification_gloves: 0.1547  lr: 0.00018082  max_mem: 18623M
[12/23 03:47:24] d2.utils.events INFO:  eta: 1 day, 10:37:48  iter: 200  total_loss: 104.1  loss_cls: 0.4917  loss_box_reg: 0.4698  loss_mask: 0.6671  loss_rpn_cls: 0.04149  loss_rpn_loc: 0.04282  loss_cs_multi: 0.6052  loss_cs_eff: 0.6071  loss_cs_res: 0.5759  loss_classification_hand_lr: 0.4393  loss_regression_dxdymagn: 0.1028  loss_depth: 100.4  loss_classification_gloves: 0.0447  lr: 0.0002008  max_mem: 18623M
[12/23 03:47:53] d2.utils.events INFO:  eta: 1 day, 8:46:51  iter: 220  total_loss: 55.02  loss_cls: 0.4383  loss_box_reg: 0.4397  loss_mask: 0.6621  loss_rpn_cls: 0.04418  loss_rpn_loc: 0.04387  loss_cs_multi: 0.5092  loss_cs_eff: 0.6006  loss_cs_res: 0.4264  loss_classification_hand_lr: 0.3077  loss_regression_dxdymagn: 0.1262  loss_depth: 51.04  loss_classification_gloves: 0.02613  lr: 0.00022078  max_mem: 18623M
